status,accident_index,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,car_passenger,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2.02E+12,61168748,1,1,1,1,20,4,2,0,3,1,1
Unvalidated,2.02E+12,61168874,1,1,2,1,5,1,3,2,9,1,1
Unvalidated,2.02E+12,61168874,1,2,2,2,5,1,3,2,9,1,1
Unvalidated,2.02E+12,61168900,3,1,2,2,38,7,3,2,8,1,2
Unvalidated,2.02E+12,61168900,3,2,2,2,1,1,3,2,8,-1,-1
Unvalidated,2.02E+12,61169402,2,1,1,2,17,4,3,0,9,3,8
Unvalidated,2.02E+12,61169471,2,1,1,1,35,6,3,0,19,1,3
Unvalidated,2.02E+12,61169593,2,1,1,2,30,6,3,0,9,1,2
Unvalidated,2.02E+12,61169661,2,1,1,1,49,8,3,0,8,-1,-1
Unvalidated,2.02E+12,61170012,1,1,1,1,35,6,3,0,98,1,9
Unvalidated,2.02E+12,61170143,1,1,2,1,14,3,3,-1,9,-1,-1
Unvalidated,2.02E+12,61171259,2,1,1,1,57,9,2,0,1,1,10
Unvalidated,2.02E+12,61171377,2,1,1,1,25,5,3,0,3,1,2
Unvalidated,2.02E+12,61171547,1,1,1,2,27,6,3,0,9,1,4
Unvalidated,2.02E+12,61171639,2,1,1,1,54,8,3,0,9,1,3
Unvalidated,2.02E+12,61172467,2,1,1,1,37,7,3,0,1,1,7
Unvalidated,2.02E+12,61172536,2,1,2,2,47,8,3,2,9,1,3
Unvalidated,2.02E+12,61172591,2,1,1,1,16,4,3,0,1,1,7
Unvalidated,2.02E+12,61172617,2,1,1,1,34,6,3,0,9,1,1
Unvalidated,2.02E+12,61172936,1,1,3,1,13,3,2,0,0,1,3
Unvalidated,2.02E+12,10357407,2,1,1,1,46,8,3,0,1,1,10
Unvalidated,2.02E+12,10357419,1,1,1,2,20,4,3,0,9,-1,-1
Unvalidated,2.02E+12,10357419,3,2,2,2,28,6,3,1,9,-1,-1
Unvalidated,2.02E+12,10357420,1,1,1,2,35,6,3,0,3,1,3
Unvalidated,2.02E+12,10357441,2,1,1,1,27,6,3,0,3,1,5
Unvalidated,2.02E+12,10357466,1,1,1,2,26,6,3,0,9,1,5
Unvalidated,2.02E+12,10357477,1,1,1,2,22,5,3,0,9,1,8
Unvalidated,2.02E+12,10357477,1,2,2,1,-1,-1,3,1,9,1,1
Unvalidated,2.02E+12,10357479,1,1,1,1,33,6,3,0,3,1,1
Unvalidated,2.02E+12,10357488,1,1,1,2,28,6,3,0,9,1,5
Unvalidated,2.02E+12,10357500,1,1,3,2,46,8,2,0,0,1,2
Unvalidated,2.02E+12,10357500,1,2,3,2,47,8,2,0,0,1,2
Unvalidated,2.02E+12,10357526,1,1,2,2,48,8,3,2,9,1,8
Unvalidated,2.02E+12,10357543,1,1,1,1,45,7,3,0,9,1,3
Unvalidated,2.02E+12,10357593,1,1,1,2,58,9,3,0,9,1,3
Unvalidated,2.02E+12,10357602,1,1,1,1,50,8,3,0,9,1,5
Unvalidated,2.02E+12,10357604,2,1,2,2,31,6,3,2,9,1,2
Unvalidated,2.02E+12,10357690,1,1,1,1,49,8,3,0,9,1,1
Unvalidated,2.02E+12,10357690,2,2,1,2,28,6,3,0,9,1,4
Unvalidated,2.02E+12,10357722,1,1,3,1,17,4,3,0,0,1,4
Unvalidated,2.02E+12,10357743,1,1,1,2,56,9,3,0,9,1,2
Unvalidated,2.02E+12,10357760,2,1,1,2,21,5,3,0,1,1,4
Unvalidated,2.02E+12,10357784,1,1,3,1,44,7,3,0,0,1,5
Unvalidated,2.02E+12,10357801,1,1,1,2,29,6,3,0,1,1,7
Unvalidated,2.02E+12,10357816,1,1,2,2,75,10,2,0,11,1,2
Unvalidated,2.02E+12,10357818,1,1,1,2,46,8,3,0,1,1,3
Unvalidated,2.02E+12,10357824,1,1,1,1,25,5,3,0,2,1,4
Unvalidated,2.02E+12,10357847,1,1,1,1,39,7,3,0,1,1,6
Unvalidated,2.02E+12,10357855,1,1,3,2,54,8,3,0,0,1,5
Unvalidated,2.02E+12,10357878,1,1,3,2,-1,-1,3,0,0,1,2
Unvalidated,2.02E+12,10357890,2,1,1,2,37,7,3,0,4,1,4
Unvalidated,2.02E+12,10357926,2,1,1,1,53,8,3,0,19,1,3
Unvalidated,2.02E+12,10357928,1,1,1,2,75,10,3,0,9,1,5
Unvalidated,2.02E+12,10357956,2,1,1,1,55,8,3,0,9,-1,-1
Unvalidated,2.02E+12,10357984,2,1,2,1,39,7,3,2,8,1,2
Unvalidated,2.02E+12,10358064,2,1,1,1,21,5,3,0,1,1,7
Unvalidated,2.02E+12,10358108,1,1,1,1,41,7,3,0,9,2,10
Unvalidated,2.02E+12,10358176,1,1,1,1,41,7,3,0,3,1,2
Unvalidated,2.02E+12,10358178,1,1,2,2,54,8,2,0,11,1,5
Unvalidated,2.02E+12,10358184,1,1,1,1,40,7,3,0,19,1,9
Unvalidated,2.02E+12,10358218,1,1,3,1,6,2,3,0,0,1,4
Unvalidated,2.02E+12,10358242,1,1,3,2,20,4,3,0,0,1,6
Unvalidated,2.02E+12,10358280,1,1,1,2,41,7,3,0,9,1,2
Unvalidated,2.02E+12,10358280,1,2,2,2,5,1,3,2,9,1,2
Unvalidated,2.02E+12,10358316,2,1,1,1,17,4,3,0,3,1,1
Unvalidated,2.02E+12,10365961,1,1,1,1,36,7,3,0,3,1,3
Unvalidated,2.02E+12,10366008,1,1,1,2,29,6,3,0,9,1,7
Unvalidated,2.02E+12,10366010,1,1,1,1,35,6,3,0,5,1,9
Unvalidated,2.02E+12,10366029,1,1,1,2,59,9,3,0,9,1,3
Unvalidated,2.02E+12,10366033,1,1,3,1,66,10,3,0,0,1,2
Unvalidated,2.02E+12,10366070,1,1,3,1,18,4,3,0,0,1,5
Unvalidated,2.02E+12,10366072,2,1,1,1,28,6,3,0,3,1,3
Unvalidated,2.02E+12,10366083,1,1,1,1,84,11,3,0,9,1,3
Unvalidated,2.02E+12,10366103,1,1,1,1,32,6,3,0,3,1,3
Unvalidated,2.02E+12,10366130,1,1,1,1,21,5,3,0,3,1,3
Unvalidated,2.02E+12,10366148,1,1,1,2,44,7,3,0,9,1,5
Unvalidated,2.02E+12,10366150,1,1,1,1,25,5,3,0,3,1,1
Unvalidated,2.02E+12,10366156,2,1,1,2,54,8,3,0,9,1,2
Unvalidated,2.02E+12,10366175,1,1,1,2,29,6,3,0,3,-1,-1
Unvalidated,2.02E+12,10366175,1,2,2,2,28,6,2,0,3,1,4
Unvalidated,2.02E+12,10366175,2,3,1,1,67,10,3,0,9,1,5
Unvalidated,2.02E+12,10366242,1,1,3,2,31,6,2,0,0,1,7
Unvalidated,2.02E+12,10366266,1,1,3,1,13,3,3,0,0,1,1
Unvalidated,2.02E+12,10366297,1,1,1,2,57,9,3,0,9,1,4
Unvalidated,2.02E+12,10366297,1,2,2,2,31,6,3,2,9,1,4
Unvalidated,2.02E+12,10366362,2,1,1,1,33,6,3,0,1,1,3
Unvalidated,2.02E+12,10366364,2,1,1,2,43,7,3,0,1,1,4
Unvalidated,2.02E+12,10366376,1,1,3,1,14,3,3,0,0,1,3
Unvalidated,2.02E+12,10366378,1,1,1,1,40,7,3,0,9,1,1
Unvalidated,2.02E+12,10366378,2,2,1,1,27,6,3,0,9,-1,-1
Unvalidated,2.02E+12,10366406,1,1,1,1,46,8,3,0,1,1,1
Unvalidated,2.02E+12,10366409,1,1,1,1,20,4,2,0,4,1,2
Unvalidated,2.02E+12,10366455,2,1,1,1,46,8,3,0,1,1,4
Unvalidated,2.02E+12,10366496,2,1,2,2,43,7,3,1,9,1,5
Unvalidated,2.02E+12,10366509,1,1,3,1,41,7,2,0,0,1,4
Unvalidated,2.02E+12,10366511,2,1,1,1,23,5,3,0,23,1,5
Unvalidated,2.02E+12,10366527,4,1,1,1,20,4,2,0,1,1,6
Unvalidated,2.02E+12,10366559,2,1,1,2,25,5,3,0,3,1,1
Unvalidated,2.02E+12,10366566,1,1,1,1,40,7,3,0,4,1,5
Unvalidated,2.02E+12,10366631,1,1,2,1,21,5,3,0,11,1,3
Unvalidated,2.02E+12,10366647,1,1,1,1,24,5,3,0,1,1,4
Unvalidated,2.02E+12,10366688,1,1,1,1,26,6,3,0,3,1,8
Unvalidated,2.02E+12,10366693,2,1,1,1,23,5,3,0,3,1,9
Unvalidated,2.02E+12,10366727,1,1,1,1,40,7,3,0,5,-1,-1
Unvalidated,2.02E+12,10366754,1,1,1,1,39,7,3,0,3,1,2
Unvalidated,2.02E+12,10366754,1,2,3,1,29,6,3,0,0,1,2
Unvalidated,2.02E+12,10366766,1,1,3,2,10,2,3,0,0,1,8
Unvalidated,2.02E+12,10366771,1,1,1,1,46,8,3,0,9,-1,-1
Unvalidated,2.02E+12,10366771,2,2,1,1,41,7,3,0,9,1,10
Unvalidated,2.02E+12,10366771,3,3,1,1,33,6,3,0,9,-1,-1
Unvalidated,2.02E+12,101183873,2,1,1,2,43,7,3,0,9,1,4
Unvalidated,2.02E+12,101186648,1,1,1,1,-1,-1,3,0,1,-1,-1
Unvalidated,2.02E+12,101188092,1,1,3,1,9,2,3,0,0,-1,-1
Unvalidated,2.02E+12,101188359,2,1,1,1,14,3,3,0,90,1,1
Unvalidated,2.02E+12,101189128,1,1,1,1,28,6,1,0,4,-1,-1
Unvalidated,2.02E+12,101189530,2,1,1,1,73,10,3,0,9,1,10
Unvalidated,2.02E+12,101189985,2,1,1,1,31,6,2,0,5,1,8
Unvalidated,2.02E+12,101190271,1,2,2,2,29,6,3,1,9,-1,-1
Unvalidated,2.02E+12,101190271,2,1,2,2,84,11,3,2,9,2,6
Unvalidated,2.02E+12,101192020,2,1,1,1,28,6,3,0,17,1,3
Unvalidated,2.02E+12,101193175,1,1,1,1,22,5,3,0,9,1,9
Unvalidated,2.02E+12,101194115,2,1,1,2,31,6,3,0,9,1,8
Unvalidated,2.02E+12,101201568,2,1,1,1,53,8,3,0,1,2,5
Unvalidated,2.02E+12,101211421,2,1,1,1,51,8,3,0,22,1,4
Unvalidated,2.02E+12,10360324,1,1,1,1,21,5,3,0,3,1,2
Unvalidated,2.02E+12,10360330,1,1,1,1,30,6,3,0,2,1,3
Unvalidated,2.02E+12,10360376,1,1,1,1,27,6,3,0,3,1,2
Unvalidated,2.02E+12,10360383,1,1,3,2,70,10,2,0,0,1,3
Unvalidated,2.02E+12,10360397,1,1,3,1,3,1,2,0,0,1,2
Unvalidated,2.02E+12,10360402,1,1,1,2,32,6,3,0,1,1,3
Unvalidated,2.02E+12,10360418,1,1,2,2,12,3,3,2,9,1,6
Unvalidated,2.02E+12,10360418,1,2,2,1,10,2,3,2,9,1,6
Unvalidated,2.02E+12,10360455,2,1,1,1,32,6,3,0,90,1,4
Unvalidated,2.02E+12,10360467,1,1,1,2,79,11,3,0,9,1,7
Unvalidated,2.02E+12,10360479,1,1,1,1,59,9,3,0,9,1,2
Unvalidated,2.02E+12,10360482,1,1,1,1,-1,-1,3,0,1,1,3
Unvalidated,2.02E+12,10360483,1,1,1,1,30,6,3,0,2,1,8
Unvalidated,2.02E+12,10360520,1,1,1,1,59,9,3,0,1,1,6
Unvalidated,2.02E+12,10360611,1,1,1,1,26,6,3,0,9,1,2
Unvalidated,2.02E+12,10360626,1,1,1,2,51,8,3,0,9,1,6
Unvalidated,2.02E+12,10360626,1,2,2,1,52,8,3,2,9,1,3
Unvalidated,2.02E+12,10360634,1,1,3,2,67,10,2,0,0,1,1
Unvalidated,2.02E+12,10360667,1,1,3,2,63,9,3,0,0,1,2
Unvalidated,2.02E+12,10360682,1,1,1,1,31,6,3,0,3,1,3
Unvalidated,2.02E+12,10360694,2,1,1,1,49,8,3,0,9,1,4
Unvalidated,2.02E+12,10360707,1,1,1,2,48,8,3,0,9,1,4
Unvalidated,2.02E+12,10360711,1,1,1,1,36,7,3,0,3,1,2
Unvalidated,2.02E+12,10360778,1,1,1,1,31,6,3,0,5,1,10
Unvalidated,2.02E+12,10360785,1,1,1,1,39,7,3,0,2,1,3
Unvalidated,2.02E+12,10360806,1,1,2,2,25,5,3,2,8,1,1
Unvalidated,2.02E+12,10360813,2,1,1,2,30,6,3,0,1,-1,-1
Unvalidated,2.02E+12,10353479,1,1,1,1,44,7,3,0,9,1,1
Unvalidated,2.02E+12,10353479,2,2,1,1,51,8,3,0,9,1,3
Unvalidated,2.02E+12,10353491,2,1,1,1,29,6,3,0,3,1,5
Unvalidated,2.02E+12,10353495,1,1,1,2,20,4,3,0,9,1,2
Unvalidated,2.02E+12,10353514,1,1,3,1,20,4,3,0,0,1,8
Unvalidated,2.02E+12,10353514,1,2,3,2,19,4,3,0,0,1,4
Unvalidated,2.02E+12,10353514,1,3,3,1,20,4,3,0,0,1,4
Unvalidated,2.02E+12,10353529,1,1,2,2,52,8,3,0,11,1,4
Unvalidated,2.02E+12,10353567,1,1,3,1,48,8,2,0,0,1,5
Unvalidated,2.02E+12,10353568,1,1,1,2,55,8,3,0,9,1,7
Unvalidated,2.02E+12,10353592,1,1,1,1,30,6,3,0,3,1,3
Unvalidated,2.02E+12,10353599,1,1,2,2,85,11,3,0,11,1,2
Unvalidated,2.02E+12,10353616,3,1,1,1,86,11,3,0,9,1,7
Unvalidated,2.02E+12,10353627,1,1,1,1,33,6,3,0,3,1,3
Unvalidated,2.02E+12,10353635,1,1,1,1,25,5,3,0,3,1,2
Unvalidated,2.02E+12,10353643,1,1,1,2,61,9,3,0,1,1,2
Unvalidated,2.02E+12,10353666,1,1,1,1,22,5,3,0,3,1,1
Unvalidated,2.02E+12,10353673,1,1,1,1,28,6,3,0,3,1,5
Unvalidated,2.02E+12,10353712,1,1,1,1,24,5,3,0,23,1,3
Unvalidated,2.02E+12,10353759,1,1,1,1,24,5,3,0,3,1,2
Unvalidated,2.02E+12,10353798,1,1,3,1,47,8,3,0,0,1,10
Unvalidated,2.02E+12,10353803,1,1,1,1,30,6,3,0,1,1,7
Unvalidated,2.02E+12,10353834,1,1,1,1,19,4,3,0,9,1,4
Unvalidated,2.02E+12,10353882,1,1,1,1,25,5,3,0,9,1,8
Unvalidated,2.02E+12,10353908,1,1,1,1,19,4,3,0,4,1,3
Unvalidated,2.02E+12,10353916,1,1,1,1,21,5,3,0,9,1,3
Unvalidated,2.02E+12,10353937,1,1,1,1,46,8,3,0,9,1,3
Unvalidated,2.02E+12,10353948,1,1,1,1,39,7,2,0,4,1,6
Unvalidated,2.02E+12,10353966,1,1,1,1,39,7,3,0,8,1,3
Unvalidated,2.02E+12,10353977,1,1,3,2,26,6,3,0,0,1,3
Unvalidated,2.02E+12,10354000,1,1,1,1,48,8,3,0,3,1,1
Unvalidated,2.02E+12,10354014,2,1,1,2,33,6,3,0,1,1,2
Unvalidated,2.02E+12,10354092,1,1,1,2,30,6,3,0,9,1,7
Unvalidated,2.02E+12,10354107,1,1,1,1,42,7,3,0,3,1,2
Unvalidated,2.02E+12,10354113,2,1,1,1,30,6,3,0,1,1,2
Unvalidated,2.02E+12,10354144,1,1,1,2,31,6,3,0,1,1,1
Unvalidated,2.02E+12,10354168,3,1,1,1,43,7,3,0,3,-1,-1
Unvalidated,2.02E+12,10354213,1,1,3,2,23,5,3,0,0,1,3
Unvalidated,2.02E+12,10354213,1,2,3,2,5,1,3,0,0,1,3
Unvalidated,2.02E+12,10354228,2,1,1,1,64,9,3,0,1,1,4
Unvalidated,2.02E+12,10354271,1,1,1,1,30,6,3,0,3,1,2
Unvalidated,2.02E+12,10354281,1,1,1,2,29,6,3,0,9,1,2
Unvalidated,2.02E+12,10354296,1,1,1,1,54,8,3,0,9,1,3
Unvalidated,2.02E+12,10354296,1,2,2,-1,-1,-1,3,2,9,-1,-1
Unvalidated,2.02E+12,10354306,1,1,1,2,52,8,3,0,9,1,4
Unvalidated,2.02E+12,10360825,1,1,1,1,47,8,3,0,5,1,3
Unvalidated,2.02E+12,10360892,1,1,1,1,20,4,3,0,4,1,1
Unvalidated,2.02E+12,10360918,1,1,1,1,25,5,3,0,9,1,4
Unvalidated,2.02E+12,10360963,1,1,1,1,19,4,3,0,1,1,2
Unvalidated,2.02E+12,10361025,1,1,1,1,52,8,3,0,11,1,4
Unvalidated,2.02E+12,10361034,1,1,1,1,30,6,3,0,9,1,2
Unvalidated,2.02E+12,10361054,1,1,2,2,29,6,3,0,19,1,1
Unvalidated,2.02E+12,10361089,1,1,1,1,42,7,3,0,9,1,6
Unvalidated,2.02E+12,10361114,1,1,3,1,55,8,2,0,0,1,3
Unvalidated,2.02E+12,10361185,1,1,2,1,8,2,3,2,9,1,4
Unvalidated,2.02E+12,10361185,1,2,2,1,2,1,3,2,9,1,4
Unvalidated,2.02E+12,10361206,2,1,1,1,23,5,3,0,3,1,2
Unvalidated,2.02E+12,10361217,1,1,1,1,57,9,3,0,3,1,1
Unvalidated,2.02E+12,10361239,1,1,3,1,64,9,3,0,0,1,3
Unvalidated,2.02E+12,10361252,1,1,1,2,27,6,3,0,9,-1,-1
Unvalidated,2.02E+12,10361254,1,1,1,1,39,7,3,0,9,1,1
Unvalidated,2.02E+12,10361254,2,2,1,2,23,5,3,0,9,1,8
Unvalidated,2.02E+12,10361278,2,1,1,1,19,4,3,0,3,1,3
Unvalidated,2.02E+12,10361315,1,1,1,2,24,5,3,0,9,1,3
Unvalidated,2.02E+12,10361347,1,1,1,1,25,5,3,0,9,1,5
Unvalidated,2.02E+12,10361379,1,1,1,1,28,6,3,0,3,1,1
Unvalidated,2.02E+12,10361425,1,1,3,1,59,9,2,0,0,1,3
Unvalidated,2.02E+12,10361476,1,1,1,1,27,6,3,0,3,1,2
Unvalidated,2.02E+12,10361482,1,1,3,2,34,6,2,0,0,1,1
Unvalidated,2.02E+12,10361502,2,1,1,1,55,8,3,0,9,1,2
Unvalidated,2.02E+12,10361549,1,1,3,1,36,7,3,0,0,1,2
Unvalidated,2.02E+12,10361592,1,1,1,1,45,7,3,0,9,1,2
Unvalidated,2.02E+12,10361607,1,1,3,1,23,5,3,0,0,1,1
Unvalidated,2.02E+12,10361630,1,1,1,1,30,6,2,0,1,1,5
Unvalidated,2.02E+12,10361636,1,1,3,2,43,7,2,0,0,1,6
Unvalidated,2.02E+12,10361637,1,1,2,1,54,8,3,0,11,1,2
Unvalidated,2.02E+12,10361663,1,1,1,1,31,6,3,0,1,1,4
Unvalidated,2.02E+12,10361670,1,1,2,2,63,9,3,0,11,1,4
Unvalidated,2.02E+12,10361682,1,1,2,2,0,1,2,0,11,1,3
Unvalidated,2.02E+12,10361689,1,1,1,1,69,10,2,0,4,1,4
Unvalidated,2.02E+12,10361709,1,1,1,2,39,7,3,0,9,1,3
Unvalidated,2.02E+12,10361717,2,1,1,1,52,8,2,0,4,1,8
Unvalidated,2.02E+12,10361749,1,1,1,1,43,7,3,0,1,1,5
Unvalidated,2.02E+12,10361775,1,1,1,2,40,7,3,0,9,1,1
Unvalidated,2.02E+12,10361783,1,1,3,2,21,5,2,0,0,1,3
Unvalidated,2.02E+12,10361903,1,1,1,1,56,9,3,0,3,1,4
Unvalidated,2.02E+12,10361940,2,1,1,1,57,9,3,0,2,1,3
Unvalidated,2.02E+12,10361947,1,1,3,1,61,9,3,0,0,1,9
Unvalidated,2.02E+12,10361950,2,1,1,2,35,6,3,0,1,-1,-1
Unvalidated,2.02E+12,10361955,1,1,2,2,77,11,3,0,11,1,9
Unvalidated,2.02E+12,10354317,1,1,1,2,35,6,3,0,9,-1,-1
Unvalidated,2.02E+12,10354323,1,1,1,1,22,5,3,0,4,1,6
Unvalidated,2.02E+12,10354332,1,1,3,1,78,11,2,0,0,1,5
Unvalidated,2.02E+12,10354342,1,1,1,2,30,6,3,0,9,2,9
Unvalidated,2.02E+12,10354349,1,1,1,2,31,6,3,0,9,1,2
Unvalidated,2.02E+12,10354351,2,1,1,1,49,8,3,0,9,1,2
Unvalidated,2.02E+12,10354361,1,1,1,1,42,7,3,0,9,1,3
Unvalidated,2.02E+12,10354366,1,1,1,1,18,4,3,0,3,1,8
Unvalidated,2.02E+12,10354371,1,1,3,2,51,8,3,0,0,1,2
Unvalidated,2.02E+12,10354374,1,1,1,1,26,6,3,0,9,1,1
Unvalidated,2.02E+12,10354411,2,1,1,1,43,7,2,0,3,-1,-1
Unvalidated,2.02E+12,10354423,1,1,2,2,32,6,3,0,11,1,2
Unvalidated,2.02E+12,10354435,1,1,3,1,31,6,3,0,0,1,7
Unvalidated,2.02E+12,10354503,1,1,1,2,30,6,3,0,1,1,10
Unvalidated,2.02E+12,10354510,1,1,1,2,28,6,3,0,9,1,2
Unvalidated,2.02E+12,10354535,1,1,1,2,31,6,3,0,9,1,8
Unvalidated,2.02E+12,10354557,1,1,1,1,18,4,3,0,9,1,4
Unvalidated,2.02E+12,10354560,1,1,1,1,20,4,3,0,9,1,1
Unvalidated,2.02E+12,10354560,1,2,2,2,20,4,3,1,9,1,1
Unvalidated,2.02E+12,10354571,2,1,1,1,63,9,3,0,9,-1,-1
Unvalidated,2.02E+12,10354574,2,1,1,1,27,6,3,0,3,1,6
Unvalidated,2.02E+12,10354581,1,1,2,1,35,6,3,0,19,-1,-1
Unvalidated,2.02E+12,10354581,1,2,2,1,25,5,3,0,19,1,1
Unvalidated,2.02E+12,10354654,1,1,1,2,32,6,3,0,9,1,2
Unvalidated,2.02E+12,10354665,1,1,1,1,35,6,3,0,3,1,5
Unvalidated,2.02E+12,10354677,1,1,1,1,21,5,3,0,3,1,2
Unvalidated,2.02E+12,10354685,1,1,1,1,24,5,3,0,3,1,2
Unvalidated,2.02E+12,10354694,1,1,1,1,33,6,3,0,9,1,3
Unvalidated,2.02E+12,10354694,2,2,1,1,44,7,3,0,9,1,2
Unvalidated,2.02E+12,10354705,1,1,3,2,24,5,3,0,0,1,2
Unvalidated,2.02E+12,10354776,1,1,1,1,21,5,3,0,9,-1,-1
Unvalidated,2.02E+12,10354776,1,2,2,2,26,6,3,2,9,-1,-1
Unvalidated,2.02E+12,10354776,2,3,2,1,21,5,3,1,9,-1,-1
Unvalidated,2.02E+12,10354802,2,1,1,1,35,6,2,0,90,1,3
Unvalidated,2.02E+12,10354847,2,1,1,2,52,8,2,0,1,1,6
Unvalidated,2.02E+12,10354933,1,1,1,1,39,7,3,0,3,-1,-1
Unvalidated,2.02E+12,10354964,1,1,1,1,27,6,3,0,3,1,5
Unvalidated,2.02E+12,10355001,1,1,1,1,27,6,3,0,19,1,5
Unvalidated,2.02E+12,10355017,1,1,1,2,34,6,2,0,1,1,3
Unvalidated,2.02E+12,10355039,1,1,3,2,89,11,2,0,0,1,6
Unvalidated,2.02E+12,10355052,1,1,1,1,14,3,3,0,1,1,9
Unvalidated,2.02E+12,10355059,1,1,2,1,55,8,3,9,9,2,9
Unvalidated,2.02E+12,10355093,1,1,3,2,26,6,2,0,0,1,8
Unvalidated,2.02E+12,10355104,1,1,3,1,84,11,2,0,0,1,4
Unvalidated,2.02E+12,10355109,1,1,3,1,15,3,3,0,0,1,3
Unvalidated,2.02E+12,41127990,1,1,1,2,57,9,2,0,9,1,7
Unvalidated,2.02E+12,41127990,1,2,2,2,83,11,2,1,9,1,3
Unvalidated,2.02E+12,41127990,1,3,2,2,54,8,2,2,9,1,3
Unvalidated,2.02E+12,41127997,2,1,2,2,57,9,2,2,9,2,9
Unvalidated,2.02E+12,41128336,1,1,1,1,25,5,3,0,9,1,4
Unvalidated,2.02E+12,41128336,1,2,2,2,21,5,3,1,9,2,8
Unvalidated,2.02E+12,41128795,1,1,3,1,9,2,3,0,0,1,6
Unvalidated,2.02E+12,41129060,1,1,1,1,53,8,3,0,9,1,9
Unvalidated,2.02E+12,41129416,1,1,1,2,52,8,3,0,9,3,8
Unvalidated,2.02E+12,41129518,1,1,1,1,43,7,3,0,17,3,6
Unvalidated,2.02E+12,41129540,1,1,1,2,80,11,1,0,9,2,8
Unvalidated,2.02E+12,41129540,2,2,1,2,35,6,3,0,9,2,10
Unvalidated,2.02E+12,41130445,2,1,1,1,24,5,3,0,97,1,3
Unvalidated,2.02E+12,41130508,2,1,1,1,80,11,3,0,97,1,1
Unvalidated,2.02E+12,41131737,2,1,1,2,50,8,2,0,9,1,6
Unvalidated,2.02E+12,41133181,2,1,1,2,27,6,3,0,9,1,8
Unvalidated,2.02E+12,41133711,1,1,1,1,18,4,2,0,9,1,9
Unvalidated,2.02E+12,41133711,1,2,2,2,18,4,3,2,9,1,5
Unvalidated,2.02E+12,41133711,1,3,2,1,18,4,3,1,9,1,2
Unvalidated,2.02E+12,41134096,2,1,1,2,49,8,3,0,9,1,6
Unvalidated,2.02E+12,41134904,1,1,3,2,63,9,2,0,0,1,7
Unvalidated,2.02E+12,41134949,1,1,3,2,49,8,3,0,0,1,5
Unvalidated,2.02E+12,41135413,2,1,1,1,27,6,3,0,9,1,1
Unvalidated,2.02E+12,41135413,2,2,2,1,-1,-1,3,1,9,1,1
Unvalidated,2.02E+12,41135469,1,1,2,2,26,6,3,1,9,1,10
Unvalidated,2.02E+12,41135941,1,1,3,1,17,4,2,0,0,1,2
Unvalidated,2.02E+12,41136416,2,1,2,1,25,5,2,1,9,1,1
Unvalidated,2.02E+12,41136789,1,1,1,2,33,6,3,0,9,1,6
Unvalidated,2.02E+12,41137380,2,1,1,2,61,9,3,0,9,1,9
Unvalidated,2.02E+12,41137889,2,1,2,2,62,9,2,1,9,1,8
Unvalidated,2.02E+12,41137902,1,1,1,1,31,6,3,0,1,1,1
Unvalidated,2.02E+12,41137942,1,1,2,2,2,1,2,2,9,1,1
Unvalidated,2.02E+12,41137962,2,1,1,2,45,7,3,0,98,1,8
Unvalidated,2.02E+12,41138220,1,3,1,2,25,5,2,0,9,1,1
Unvalidated,2.02E+12,41138220,2,1,1,2,21,5,3,0,9,1,4
Unvalidated,2.02E+12,41138220,2,2,2,2,20,4,3,1,9,1,2
Unvalidated,2.02E+12,41138282,2,1,1,1,59,9,2,0,1,1,4
Unvalidated,2.02E+12,41138418,1,1,2,2,36,7,3,1,9,1,1
Unvalidated,2.02E+12,41139117,2,1,1,2,19,4,2,0,9,2,8
Unvalidated,2.02E+12,41139117,2,2,2,1,51,8,3,1,9,2,8
Unvalidated,2.02E+12,41139701,1,1,3,2,31,6,3,0,0,1,6
Unvalidated,2.02E+12,41139901,2,1,1,2,29,6,3,0,9,1,5
Unvalidated,2.02E+12,41140349,1,1,2,2,32,6,3,2,9,-1,-1
Unvalidated,2.02E+12,41140349,1,2,1,2,32,6,3,0,9,3,6
Unvalidated,2.02E+12,41140380,2,1,1,1,22,5,3,0,1,1,4
Unvalidated,2.02E+12,10361963,1,1,1,2,23,5,3,0,9,1,9
Unvalidated,2.02E+12,10361963,2,2,1,1,35,6,3,0,9,1,3
Unvalidated,2.02E+12,10361963,2,3,2,2,32,6,3,1,9,1,2
Unvalidated,2.02E+12,10361973,2,1,1,1,26,6,3,0,1,1,1
Unvalidated,2.02E+12,10361980,1,1,2,1,24,5,3,2,8,1,4
Unvalidated,2.02E+12,10361980,2,2,2,1,50,8,3,0,19,1,10
Unvalidated,2.02E+12,10361982,1,1,3,2,14,3,3,0,0,1,3
Unvalidated,2.02E+12,10361994,1,1,1,1,45,7,3,0,3,1,5
Unvalidated,2.02E+12,10362049,1,1,1,1,39,7,3,0,3,1,4
Unvalidated,2.02E+12,10362101,2,1,1,1,22,5,3,0,97,1,1
Unvalidated,2.02E+12,10362159,2,1,1,1,36,7,2,0,3,1,2
Unvalidated,2.02E+12,10362169,1,1,1,2,31,6,3,0,9,1,3
Unvalidated,2.02E+12,10362194,1,1,3,2,17,4,3,0,0,1,5
Unvalidated,2.02E+12,10362202,1,1,1,2,40,7,3,0,19,1,9
